"0","","はい","はい","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","5","Ennis","Quest Dialogue"
"0","","いいえ","いいえ","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","6","Ennis","Quest Dialogue"
"0","","ありがとうございます
それでは早速、屋敷へ参りましょう","ありがとうございます
それでは早速、屋敷へ参りましょう","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","7","Ennis","Quest Dialogue"
"0","","左様でございますか
ですが、主人は「是非とも」と――
覚者様のお支度が整うまで
ここでお待ちしております","左様でございますか
ですが、主人は「是非とも」と――
覚者様のお支度が整うまで
ここでお待ちしております","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","8","Ennis","Quest Dialogue"
"0","","あらためて、ようこそお越し下さいました
<NPC 681>・クルト侯爵へお声を――","あらためて、ようこそお越し下さいました
<NPC 681>・クルト侯爵へお声を――","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","9","Ennis","Quest Dialogue"
"0","","やぁやぁ、お初にお目にかかりますな
私は<COL ff2600>ナヴィド・クルト</COL>
このメガドの執政を担う
クルト侯爵家の当主でございます","やぁやぁ、お初にお目にかかりますな
私は<COL ff2600>ナヴィド・クルト</COL>
このメガドの執政を担う
クルト侯爵家の当主でございます","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","10","Navid","Quest Dialogue"
"0","","メガドを救った英雄にご挨拶を、と思いましてな
いかがでしょう、覚者殿がよろしければ――
我が屋敷にて、今までの華麗なる冒険譚を
お聞かせ願えませんかな","メガドを救った英雄にご挨拶を、と思いましてな
いかがでしょう、覚者殿がよろしければ――
我が屋敷にて、今までの華麗なる冒険譚を
お聞かせ願えませんかな","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","11","Navid","Quest Dialogue"
"0","","覚者殿をお招きしたのは他でもなく
我が街を取り戻してくださったことの
感謝を伝えたいと思いまして","覚者殿をお招きしたのは他でもなく
我が街を取り戻してくださったことの
感謝を伝えたいと思いまして","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","12","Navid","Quest Dialogue"
"0","","オーク共に侵略されてから、市民と共に
耐え続けて幾月経ったことか――
このメガドを取り戻していただき
市民を代表してお礼申し上げたい","オーク共に侵略されてから、市民と共に
耐え続けて幾月経ったことか――
このメガドを取り戻していただき
市民を代表してお礼申し上げたい","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","13","Navid","Quest Dialogue"
"0","","――と、まぁ立ち話も難ですので
覚者殿にお部屋を用意させていただきました","――と、まぁ立ち話も難ですので
覚者殿にお部屋を用意させていただきました","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","14","Navid","Quest Dialogue"
"0","","長旅お疲れでしょうから
どうぞ、そちらでごゆっくりお休みください
夕食時になればお呼びいたしますよ","長旅お疲れでしょうから
どうぞ、そちらでごゆっくりお休みください
夕食時になればお呼びいたしますよ","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","15","Navid","Quest Dialogue"
"0","","おい、こっちだ！","おい、こっちだ！","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","16","Mephis","Quest Dialogue"
"0","","メガドを解放した異国の覚者というのは
お前か？
安心しろ、見ての通り俺はオークじゃない
お前を助けに来た人間だ","メガドを解放した異国の覚者というのは
お前か？
安心しろ、見ての通り俺はオークじゃない
お前を助けに来た人間だ","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","17","Mephis","Quest Dialogue"
"0","","ゆっくり立ち話している暇はない
死にたくなかったらついてこい","ゆっくり立ち話している暇はない
死にたくなかったらついてこい","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","18","Mephis","Quest Dialogue"
"0","","なんとか無事のようだな――
俺たちの集会所がある
まずはそこへ向かおう","なんとか無事のようだな――
俺たちの集会所がある
まずはそこへ向かおう","ui\00_message\quest\q60300032.gmd","\quest\q60300032.arc","q60300032.arc","19","Mephis","Quest Dialogue"
